project,tool,command
    build_targets:
      - "//..."
    test_targets:
      - "//..."
    build_flags: *aspects_flags
  crate_universe_examples_macos:
    name: Crate Universe Examples
    platform: macos
    working_directory: examples/crate_universe
    run_targets: *crate_universe_vendor_example_targets
    build_targets:
      - "//..."
    test_targets:
      - "//..."
    build_flags: *aspects_flags
  crate_universe_unnamed_examples_macos:
    name: Crate Universe Unnamed Examples
    platform: macos
    working_directory: examples/crate_universe_unnamed
    run_targets: *crate_universe_unnamed_vendor_example_targets
    build_targets:
      - "//..."
    test_targets:
      - "//..."
    build_flags: *aspects_flags
  crate_universe_examples_windows:
    name: Crate Universe Examples
    platform: windows
    working_directory: examples/crate_universe
    batch_commands:
      - echo startup --windows_enable_symlinks >> user.bazelrc
      - echo build --enable_runfiles >> user.bazelrc  # this is not enabled by default on windows and is necessary for the cargo build scripts
    run_targets: *crate_universe_vendor_example_targets
    build_flags: *aspects_flags
    build_targets:
      - "//..."
    test_targets:
      - "//..."
  crate_universe_unnamed_examples_windows:
    name: Crate Universe Unnamed Examples
    platform: windows
    working_directory: examples/crate_universe_unnamed
    batch_commands:
      - echo startup --windows_enable_symlinks >> user.bazelrc
      - echo build --enable_runfiles >> user.bazelrc  # this is not enabled by default on windows and is necessary for the cargo build scripts
    run_targets: *crate_universe_unnamed_vendor_example_targets
    build_flags: *aspects_flags
    build_targets:
      - "//..."
    test_targets:
      - "//..."
  cc_common_link_ubuntu2004:
    name: Build via cc_common.link
    platform: ubuntu2004
    working_directory: test/cc_common_link
    build_targets:
      - "//..."
    test_targets:
      - "//..."
    build_flags:
      - "--@rules_rust//rust/settings:experimental_use_cc_common_link=True"
  android_examples_ubuntu2004:
    name: Android Examples
    platform: ubuntu2004
    working_directory: examples/android
    build_targets:
      - "//:android_app"
  android_examples_macos:
    name: Android Examples
    platform: macos
    working_directory: examples/android
    build_targets:
      - "//:android_app"
  ios_examples:
    name: iOS Examples
    platform: macos
    working_directory: examples/ios
    build_targets:
      - "//..."
  ios_build:
    name: iOS build script cross compile test
    platform: macos
    working_directory: examples/ios_build
    test_flags:
      - "--platforms=//:ios_x86_64"
    test_targets:
      - "//..."

buildifier:
  version: latest
  warnings: "all"

yuxiangw_autodp,github-actions,to build and test code.
yuxiangw_autodp,github-actions,build directory.
yuxiangw_autodp,github-actions,build results
yuxiangw_autodp,github-actions,-cache
yuxiangw_autodp,github-actions,key: ${{ runner.os }}-${{ env.cache-name }}-${{ github.ref }}
yuxiangw_autodp,github-actions,build ...
yuxiangw_autodp,github-actions,test --test_output=errors ...
jbcoe_polymorphic_value,github-actions,test
jbcoe_polymorphic_value,github-actions,isk@v2
jbcoe_polymorphic_value,github-actions,cache # Optional
jbcoe_polymorphic_value,github-actions,"
jbcoe_polymorphic_value,github-actions,- run: bazel test //...
bazelbuild_rules_cc,buildkite,---
x_defaults:
  # YAML has a feature for "repeated nodes", BazelCI is fine with extra nodes
  # it doesn't know about; so that is used to avoid repeating common subparts.
  common: &common
    # We have to list every package because even with exclusion notation -//foo
    # Bazel will load the excluded package and it will be an error because at
    # release Bazel the cc_libraries do not have all the attributes.
    build_targets:
    - "//:all"
    - "//cc:all"
    - "//cc/private/rules_impl:all"
    - "//cc/private/toolchain:all"
    - "//examples:all"
    - "//examples/my_c_archive:all"
    - "//examples/my_c_compile:all"
    - "//examples/write_cc_toolchain_cpu:all"
    - "//tools/migration:all"
    - "//tools/runfiles:all"
    test_flags:
    - "--test_timeout=120"
    test_targets:
    - "//:all"
    - "//cc:all"
    - "//cc/private/rules_impl:all"
    - "//cc/private/toolchain:all"
    - "//examples:all"
    - "//examples/my_c_archive:all"
    - "//examples/my_c_compile:all"
    - "//examples/write_cc_toolchain_cpu:all"
    - "//tools/migration:all"
    - "//tools/runfiles:all"

buildifier:
  version: latest
  warnings: "all"

tasks:
  ubuntu1604:
    <<: *common
  ubuntu1804:
    <<: *common
  macos:
    <<: *common
  windows:
    <<: *common

rabbitmq_ra,github-actions,-bin/package-generic-unix.tar.xz
rabbitmq_ra,github-actions,Cache
rabbitmq_ra,github-actions,working-directory: rabbitmq-server
rabbitmq_ra,github-actions,rc
rabbitmq_ra,github-actions,rc
rabbitmq_ra,github-actions,isk build :otp_version --config=rbe-${{ matrix.otp_major }}
rabbitmq_ra,github-actions,-bin/otp_version.txt)"
rabbitmq_ra,github-actions,sed -i"_orig" -E '/APP_VERSION/ s/3\.[0-9]+\.[0-9]+/${{ steps.load-rabbitmq-info.outputs.RABBITMQ_SHA }}/' rabbitmq.bzl
rabbitmq_ra,github-actions,isk build :package-generic-unix \
rabbitmq_ra,github-actions,:
rabbitmq_ra,github-actions,isk test //... --config=rbe-${{ matrix.otp_major }}
kythe_kythe,buildkite,---
tasks:
  ubuntu_2004:
    platform: ubuntu2004
    shell_commands:
      - "sudo apt update && sudo apt -y install bison flex uuid-dev asciidoc graphviz source-highlight"
    build_targets:
      - "//kythe/..."
    test_targets:
      - "--"
      - "//kythe/..."

googleapis_gax-java,github-actions,:
googleapis_gax-java,github-actions,4.2 installed as of
googleapis_gax-java,github-actions,4.
googleapis_gax-java,github-actions,File Cache Setup
googleapis_gax-java,github-actions,uses: actions/cache@v3
googleapis_gax-java,github-actions,key: ${{ runner.os }}-bazel-20210105-${{ secrets.CACHE_VERSION }}
googleapis_gax-java,github-actions,Cache Not Found
googleapis_gax-java,github-actions,.outputs.cache-hit != 'true'
googleapis_gax-java,github-actions,Cache Found
googleapis_gax-java,github-actions,.outputs.cache-hit == 'true'
googleapis_gax-java,github-actions,echo "If the cache seems broken, update the CACHE_VERSION secret in"
googleapis_gax-java,github-actions,tests
googleapis_gax-java,github-actions,bazel --version
googleapis_gax-java,github-actions,--batch test //... --noshow_progress --test_output=errors
googleapis_gax-java,github-actions,-out/*/testlogs/*
bazelbuild_rules_python,github-actions,test //...
bazelbuild_rules_python,github-actions,to here
bazelbuild_rules_python,github-actions,-repo
bazelbuild_rules_python,github-actions,rc test //...
bazelbuild_rules_python,buildkite,---
buildifier:
  version: latest
  # keep this argument in sync with .pre-commit-config.yaml
  warnings: "all"
.reusable_config: &reusable_config
  build_targets:
    - "--"
    - "..."
    # As a regression test for #225, check that wheel targets still build when
    # their package path is qualified with the repo name.
    - "@rules_python//examples/wheel/..."
    - "-//gazelle/..."
  build_flags:
    - "--keep_going"
  test_targets:
    - "--"
    - "..."
    # The gazelle tests are not compatible with Windows, so we only test them
    # on Linux. The build file generation, which uses this Gazelle extension,
    # runs on all platforms, and is asserted by the build_file_generation
    # integration tests below.
    - "-//gazelle/..."
  test_flags:
    - "--test_tag_filters=-integration-test"
.reusable_build_test_all: &reusable_build_test_all
  build_targets: ["..."]
  test_targets: ["..."]
tasks:
  gazelle_extension:
    name: Test the Gazelle extension
    platform: ubuntu2004
    build_targets: ["//gazelle/..."]
    test_targets: ["//gazelle/..."]
  linux:
    <<: *reusable_config
    name: Default test on Linux
    platform: ubuntu2004
  macos:
    <<: *reusable_config
    name: Default test on macOS
    platform: macos
  windows:
    <<: *reusable_config
    name: Default test on Windows
    platform: windows
    test_flags:
      - "--test_tag_filters=-integration-test,-fix-windows"
  rbe:
    <<: *reusable_config
    name: Test on RBE
    platform: rbe_ubuntu1604
    test_flags:
      - "--test_tag_filters=-integration-test,-acceptance-test"

  integration_test_build_file_generation_linux:
    <<: *reusable_build_test_all
    name: build_file_generation integration tests on Linux
    working_directory: examples/build_file_generation
    platform: ubuntu2004
  integration_test_build_file_generation_macos:
    <<: *reusable_build_test_all
    name: build_file_generation integration tests on macOS
    working_directory: examples/build_file_generation
    platform: macos
  integration_test_build_file_generation_windows:
    <<: *reusable_build_test_all
    name: build_file_generation integration tests on Windows
    working_directory: examples/build_file_generation
    platform: windows

  integration_test_bzlmod_linux:
    <<: *reusable_build_test_all
    name: bzlmod integration tests on Linux
    working_directory: examples/bzlmod
    platform: ubuntu2004
  integration_test_bzlmod_macos:
    <<: *reusable_build_test_all
    name: bzlmod integration tests on macOS
    working_directory: examples/bzlmod
    platform: macos
  integration_test_bzlmod_windows:
    <<: *reusable_build_test_all
    name: bzlmod integration tests on Windows
    working_directory: examples/bzlmod
    platform: windows

  integration_test_pip_install_linux:
    <<: *reusable_build_test_all
    name: pip_install integration tests on Linux
    working_directory: examples/pip_install
    platform: ubuntu2004
  integration_test_pip_install_macos:
    <<: *reusable_build_test_all
    name: pip_install integration tests on macOS
    working_directory: examples/pip_install
    platform: macos
  integration_test_pip_install_windows:
    <<: *reusable_build_test_all
    name: pip_install integration tests on Windows
    working_directory: examples/pip_install
    platform: windows

  integration_test_pip_parse_linux:
    <<: *reusable_build_test_all
    name: pip_parse integration tests on Linux
    working_directory: examples/pip_parse
    platform: ubuntu2004
  integration_test_pip_parse_macos:
    <<: *reusable_build_test_all
    name: pip_parse integration tests on macOS
    working_directory: examples/pip_parse
    platform: macos
  integration_test_pip_parse_windows:
    <<: *reusable_build_test_all
    name: pip_parse integration tests on Windows
    working_directory: examples/pip_parse
    platform: windows

  integration_test_pip_parse_vendored_linux:
    <<: *reusable_build_test_all
    name: pip_parse_vendored integration tests on Linux
    working_directory: examples/pip_parse_vendored
    platform: ubuntu2004
  integration_test_pip_parse_vendored_macos:
    <<: *reusable_build_test_all
    name: pip_parse_vendored integration tests on macOS
    working_directory: examples/pip_parse_vendored
    platform: macos
  # TODO(f0rmiga): fix this test under Windows. It needs to be consistent on
  # characters across all platforms.
  # integration_test_pip_parse_vendored_windows:
  #   <<: *reusable_build_test_all
  #   name: pip_parse_vendored integration tests on Windows
  #   working_directory: examples/pip_parse_vendored
  #   platform: windows

  integration_test_pip_repository_annotations_linux:
    <<: *reusable_build_test_all
    name: pip_repository_annotations integration tests on Linux
    working_directory: examples/pip_repository_annotations
    platform: ubuntu2004
  integration_test_pip_repository_annotations_macos:
    <<: *reusable_build_test_all
    name: pip_repository_annotations integration tests on macOS
    working_directory: examples/pip_repository_annotations
    platform: macos
  integration_test_pip_repository_annotations_windows:
    <<: *reusable_build_test_all
    name: pip_repository_annotations integration tests on Windows
    working_directory: examples/pip_repository_annotations
    platform: windows

  integration_test_pip_repository_entry_points_linux:
    <<: *reusable_build_test_all
    name: pip_repository_entry_points integration tests on Linux
    working_directory: tests/pip_repository_entry_points
    platform: ubuntu2004
  integration_test_pip_repository_entry_points_macos:
    <<: *reusable_build_test_all
    name: pip_repository_entry_points integration tests on macOS
    working_directory: tests/pip_repository_entry_points
    platform: macos
  # TODO(f0rmiga): fix me. The dependencies needed for this test are not cross-platform:
  # https://github.com/bazelbuild/rules_python/issues/260
  # integration_test_pip_repository_entry_points_windows:
  #   <<: *reusable_build_test_all
  #   name: pip_repository_entry_points integration tests on Windows
  #   working_directory: tests/pip_repository_entry_points
  #   platform: windows

tweag_rules_haskell,github-actions,cache
tweag_rules_haskell,github-actions,rc.local <<EOF
tweag_rules_haskell,github-actions,version
tweag_rules_haskell,github-actions,-version
tweag_rules_haskell,github-actions,build //tests:run-tests
tweag_rules_haskell,github-actions,-ci-bin/tests/run-tests
tweag_rules_haskell,github-actions,coverage //...
tweag_rules_haskell,github-actions,build //docs:api_html
tweag_rules_haskell,github-actions,build //docs:guide_html
tweag_rules_haskell,github-actions,cache
tweag_rules_haskell,github-actions,rc.local <<EOF
tweag_rules_haskell,github-actions,rc.local
tweag_rules_haskell,github-actions,version
tweag_rules_haskell,github-actions,-version
tweag_rules_haskell,github-actions,build //... --platforms=//:linux_aarch64"
tweag_rules_haskell,github-actions,-ci-bin/example"
tweag_rules_haskell,github-actions,-ci-bin/example2"
tweag_rules_haskell,github-actions,cache
tweag_rules_haskell,github-actions,shell: bash
tweag_rules_haskell,github-actions,-bindist)"
tweag_rules_haskell,github-actions,- name: Configure
tweag_rules_haskell,github-actions,rc.local <<EOF
tweag_rules_haskell,github-actions,:$PATH
tweag_rules_haskell,github-actions,test ///...
tweag_rules_haskell,github-actions,test //...
tweag_rules_haskell,github-actions,run @stackage-pinning-test-unpinned//:pin
tweag_rules_haskell,github-actions,build @stackage-pinning-test//:hspec
tweag_rules_haskell,github-actions,cache
tweag_rules_haskell,github-actions,shell: bash
tweag_rules_haskell,github-actions,-bindist)"
tweag_rules_haskell,github-actions,- name: Configure
tweag_rules_haskell,github-actions,rc.local <<EOF
tweag_rules_haskell,github-actions,:$PATH
tweag_rules_haskell,buildkite,---
tasks:
  ubuntu1804:
    environment:
      # haskell base uses the environment locale to decode sockets
      LANG: "C.UTF-8"
    shell_commands:
      - "sudo apt -y update && sudo apt -y install libgmp-dev"
    build_flags:
      - "--config=ci-common"
      - "--build_tag_filters=-requires_nix,-requires_lz4,-requires_shellcheck,-requires_threaded_rts,-dont_test_with_bindist,-dont_test_on_bazelci,-integration"
    build_targets:
      - "//tests/..."
    test_flags:
      - "--config=ci-common"
      - "--test_tag_filters=-requires_nix,-requires_lz4,-requires_shellcheck,-requires_threaded_rts,-dont_test_with_bindist,-dont_test_on_bazelci,-integration"
    test_targets:
      - "//tests/..."

jupp0r_prometheus-cpp,github-actions,CI
jupp0r_prometheus-cpp,github-actions,on ${{ matrix.os }}
jupp0r_prometheus-cpp,github-actions,_args: "--cxxopt=-std=c++14"
jupp0r_prometheus-cpp,github-actions,_args: "--cxxopt=-std=c++14"
jupp0r_prometheus-cpp,github-actions,_args: "--cxxopt=/std:c++14"
jupp0r_prometheus-cpp,github-actions,_args }} //...
jupp0r_prometheus-cpp,github-actions,_args }} --test_output=all //...
jupp0r_prometheus-cpp,github-actions,_args }} //...
jupp0r_prometheus-cpp,github-actions,_args }} --test_output=all //...
jupp0r_prometheus-cpp,github-actions,_args }} --test_output=all //pull/tests/integration:scrape-test
jupp0r_prometheus-cpp,github-actions,_args }} -c opt //core/benchmarks
aspect-build_rules_js,github-actions,version:
aspect-build_rules_js,github-actions,version' axis of the test matrix
aspect-build_rules_js,github-actions,_6
aspect-build_rules_js,github-actions,version)" >> $GITHUB_OUTPUT
aspect-build_rules_js,github-actions,_5
aspect-build_rules_js,github-actions,version=5.3.2" >> $GITHUB_OUTPUT
aspect-build_rules_js,github-actions,version) }}
aspect-build_rules_js,github-actions,version
aspect-build_rules_js,github-actions,versions) }}
aspect-build_rules_js,github-actions,5 (not supported)
aspect-build_rules_js,github-actions,version: 5.3.2
aspect-build_rules_js,github-actions,5 (not supported)
aspect-build_rules_js,github-actions,version: 5.3.2
aspect-build_rules_js,github-actions,caches
aspect-build_rules_js,github-actions,~/.cache/bazel-repo
aspect-build_rules_js,github-actions,', '**/*.bzl', 'WORKSPACE', '**/*.js') }}
aspect-build_rules_js,github-actions,-cache-
aspect-build_rules_js,github-actions,version
aspect-build_rules_js,github-actions,version }}" >> $GITHUB_ENV
aspect-build_rules_js,github-actions,to here
aspect-build_rules_js,github-actions,-repo
aspect-build_rules_js,github-actions,test //...
aspect-build_rules_js,github-actions,rc test --config=${{ matrix.config }}  //...
aspect-build_rules_js,github-actions,info output_base)/external | grep -v __links | grep -vz unused
aspect-build_rules_js,github-actions,to here
aspect-build_rules_js,github-actions,-repo
aspect-build_rules_js,github-actions,coverage //...
aspect-build_rules_js,github-actions,#4685.
aspect-build_rules_js,github-actions,because write_source_files is not yet bzlmod compatible.
aspect-build_rules_js,github-actions,rc coverage --config=${{ matrix.config }} --instrument_test_targets //...
aspect-build_rules_js,github-actions,to here
aspect-build_rules_js,github-actions,-repo
aspect-build_rules_js,github-actions,caches
aspect-build_rules_js,github-actions,"
aspect-build_rules_js,github-actions,-repo"
aspect-build_rules_js,github-actions,', '**/*.bzl', 'WORKSPACE', '**/*.js') }}
aspect-build_rules_js,github-actions,-cache-
aspect-build_rules_js,github-actions,test //...
aspect-build_rules_js,github-actions,to here
aspect-build_rules_js,github-actions,-repo
aspect-build_rules_js,github-actions,rc test //...
vaticle_typedb,circleci,-linux:
vaticle_typedb,circleci,install/linux.sh
vaticle_typedb,circleci,install/rbe.sh
vaticle_typedb,circleci,-mac:
vaticle_typedb,circleci,install/mac.sh
vaticle_typedb,circleci,:
vaticle_typedb,circleci,run:rbe -- << parameters.command >>
vaticle_typedb,circleci,-mac
vaticle_typedb,circleci,:
vaticle_typedb,circleci,test //test/assembly:assembly --test_output=errors
bazelbuild_rules_jvm_external,buildkite,---
tasks:
  simple-linux:
    name: "Simple example"
    platform: ubuntu1804
    working_directory: examples/simple
    shell_command: 
      - "bazel run @maven//:pin"
    build_targets:
      - "//..."
  simple-macos:
    name: "Simple example"
    platform: macos
    working_directory: examples/simple
    shell_command: 
      - "bazel run @maven//:pin"
    build_targets:
      - "//..."
  simple-windows:
    name: "Simple example"
    platform: windows
    working_directory: examples/simple
    build_targets:
      - "//..."
  pom-file-generation-linux:
    name: "POM file generation example"
    platform: ubuntu1804
    working_directory: examples/pom_file_generation
    build_targets:
      - "//..."
  pom-file-generation-macos:
    name: "POM file generation example"
    platform: macos
    working_directory: examples/pom_file_generation
    build_targets:
      - "//..."
  pom-file-generation-windows:
    name: "POM file generation example"
    platform: windows
    working_directory: examples/pom_file_generation
    build_targets:
      - "//..."
  android-instrumentation-test-macos:
    name: "Android instrumentation test example"
    platform: macos
    working_directory: examples/android_instrumentation_test
    # Android instrumentation tests don't work on macOS yet.
    build_targets:
      - "//src/main:greeter_app"
      - "//src/test:greeter_test_app"
  android-instrumentation-test-windows:
    name: "Android instrumentation test example"
    platform: windows
    working_directory: examples/android_instrumentation_test
    # Android instrumentation tests don't work on Windows yet.
    build_targets:
      - "//src/main:greeter_app"
      - "//src/test:greeter_test_app"
  android-local-test-linux:
    name: "Android Robolectric test example"
    platform: ubuntu1804
    working_directory: examples/android_local_test
    test_targets:
      - "//..."
  android-local-test-macos:
    name: "Android Robolectric test example"
    platform: macos
    working_directory: examples/android_local_test
    test_targets:
      - "//..."
  android-local-test-windows:
    name: "Android Robolectric test example"
    platform: windows
    working_directory: examples/android_local_test
    # Testing Robolectric targets don't work on Windows yet.
    # See https://github.com/bazelbuild/bazel/issues/7809
    build_targets:
      - "//..."
  kotlin-android-local-test-linux:
    name: "Kotlin Android Robolectric test example"
    platform: ubuntu1804
    working_directory: examples/kt_android_local_test
    test_targets:
      - "//..."
  kotlin-android-local-test-macos:
    name: "Kotlin Android Robolectric test example"
    platform: macos
    working_directory: examples/kt_android_local_test
    test_targets:
      - "//..."
  kotlin-android-local-test-windows:
    name: "Kotlin Android Robolectric test example"
    platform: windows
    working_directory: examples/kt_android_local_test
    # Testing Robolectric targets don't work on Windows yet.
    # See https://github.com/bazelbuild/bazel/issues/7809
    build_targets:
      - "//..."
  android-kotlin-linux:
    name: "Android Kotlin example"
    platform: ubuntu1804
    working_directory: examples/android_kotlin_app
    build_targets:
    - "//:app"
  android-kotlin-macos:
    name: "Android Kotlin example"
    platform: macos
    working_directory: examples/android_kotlin_app
    build_targets:
    - "//:app"
  android-kotlin-windows:
    name: "Android Kotlin example"
    platform: windows
    working_directory: examples/android_kotlin_app
    build_targets:
    - "//:app"
  spring-boot-linux:
    name: "Spring boot example"
    platform: ubuntu1804
    working_directory: examples/spring_boot
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  spring-boot-macos:
    name: "Spring boot example"
    platform: macos
    working_directory: examples/spring_boot
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  spring-boot-windows:
    name: "Spring boot example"
    platform: windows
    working_directory: examples/spring_boot
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  scala-akka-linux:
    name: "Scala example"
    platform: ubuntu1804
    working_directory: examples/scala_akka
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  scala-akka-macos:
    name: "Scala example"
    platform: macos
    working_directory: examples/scala_akka
    build_targets:
    - "//..."
    test_targets:
    - "//..."
  scala-akka-windows:
    name: "Scala example"
    platform: windows
    working_directory: examples/scala_akka
    build_targets:
    - "//..."
    # test_targets:
    # https://github.com/bazelbuild/rules_jvm_external/issues/103
    # - "//..."
  protobuf-java-linux:
    name: "Protobuf Java example"
    platform: ubuntu1804
    working_directory: examples/protobuf-java
    test_targets:
      - "//..."
  protobuf-java-macos:
    name: "Protobuf Java example"
    platform: macos
    working_directory: examples/protobuf-java
    test_targets:
      - "//..."
  protobuf-java-windows:
    name: "Protobuf Java example"
    platform: windows 
    working_directory: examples/protobuf-java
    # //src/test:diff_json_test / diff_test does not ignore line endings
    # correctly on Windows.
    build_targets:
      - "//..."
  bzlmod-linux:
    name: "bzlmod example"
    platform: ubuntu1804
    working_directory: examples/bzlmod
    build_targets:
      - "//..."
  bzlmod-macos:
    name: "bzlmod example"
    platform: macos
    working_directory: examples/bzlmod
    build_targets:
      - "//..."
  bzlmod-windows:
    name: "bzlmod example"
    platform: windows
    working_directory: examples/bzlmod
    build_targets:
      - "//..."

bazelbuild_rules_jvm_external,buildkite,---
tasks:
  ubuntu1804:
    environment:
      # This tests custom cache locations.
      # https://github.com/bazelbuild/rules_jvm_external/pull/316
      COURSIER_CACHE: /tmp/custom_coursier_cache
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - bazel run @duplicate_artifacts_test//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "//..."
      # manual tests
      # TODO: Re-enable after fixing https://github.com/bazelbuild/rules_jvm_external/issues/375
      # - "//tests/com/jvm/external:UnsafeSharedCacheTest"
  rbe_ubuntu1604:
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
    test_targets:
      - "--"
      - "//..."
      # These tests are currently incompatible with RBE
      - "-//tests/integration/override_targets"
      - "-//tests/com/jvm/external/maven:OutdatedTest"
  ubuntu1804_4_0_0:
    platform: ubuntu1804
    bazel: 4.0.0
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "--"
      - "//..."
  ubuntu1804_4_2_2:
    platform: ubuntu1804
    bazel: 4.2.2
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "--"
      - "//..."
  ubuntu1804_5_0_0:
    platform: ubuntu1804
    bazel: 5.0.0
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "--"
      - "//..."
  ubuntu1804_latest:
    platform: ubuntu1804
    bazel: latest
    environment:
      # This tests custom cache locations.
      # https://github.com/bazelbuild/rules_jvm_external/pull/316
      COURSIER_CACHE: /tmp/custom_coursier_cache
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - bazel run @duplicate_artifacts_test//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "--"
      - "//..."
  macos:
    environment:
      # This tests custom cache locations.
      # https://github.com/bazelbuild/rules_jvm_external/pull/316
      COURSIER_CACHE: /tmp/custom_coursier_cache
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - bazel run @duplicate_artifacts_test//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "//..."
      # manual tests
      # commented out until https://github.com/bazelbuild/rules_jvm_external/issues/610 is fixed for Java 11
      # - "//tests/com/jvm/external:UnsafeSharedCacheTest"
  windows:
    environment:
      # This tests custom cache locations.
      # https://github.com/bazelbuild/rules_jvm_external/pull/316
      COURSIER_CACHE: /tmp/custom_coursier_cache
    shell_commands:
      - bazel run @unpinned_regression_testing//:pin
      - bazel run @unpinned_maven_install_in_custom_location//:pin
      - bazel run @duplicate_artifacts_test//:pin
      - tests/bazel_run_tests.sh
    test_targets:
      - "--"
      - "//..."
      # rules_kotlin is not tested / does not work on Windows.
      # https://github.com/bazelbuild/rules_kotlin/issues/179
      # https://github.com/bazelbuild/rules_kotlin/blob/master/.bazelci/presubmit.yml
      - "-//tests/unit/kotlin/..."
      - "-//tests/integration/override_targets"
      # https://github.com/bazelbuild/rules_jvm_external/issues/586
      - "-//tests/unit/manifest_stamp:diff_signed_manifest_test"

grab_Grazel,github-actions," -o -name "WORKSPACE" \) \
grab_Grazel,github-actions,isk run //:buildifier -- --mode=check -v {} +
grab_Grazel,github-actions,-build:
grab_Grazel,github-actions,build
grab_Grazel,github-actions,with:
grab_Grazel,github-actions,-command: build //...
grab_Grazel,github-actions,-build
grab_Grazel,github-actions,-test:
grab_Grazel,github-actions,test
grab_Grazel,github-actions,with:
grab_Grazel,github-actions,-command: test //...
grab_Grazel,github-actions,-test
grab_Grazel,github-actions,-validation:
grab_Grazel,github-actions,isk
grab_Grazel,github-actions,isk@v2
grab_Grazel,github-actions,-validation
grab_Grazel,github-actions,-validation
grab_Grazel,github-actions,--scan
cartographer-project_cartographer,buildkite,---
platforms:
  ubuntu1604:
    build_targets:
    - "..."
    test_targets:
    - "..."

elastic_kibana,buildkite,_macos
elastic_kibana,buildkite,_cache/bootstrap_mac.sh
elastic_kibana,buildkite,_macos
elastic_kibana,buildkite,_cache/bootstrap_mac.sh
elastic_kibana,buildkite,_cache/bootstrap_linux.sh
elastic_kibana,buildkite,cache (Linux)'
iree-org_iree,github-actions,_to_cmake:
iree-org_iree,github-actions,_to_cmake for IREE core
iree-org_iree,github-actions,_to_cmake.py --verbosity=2
iree-org_iree,github-actions,_to_cmake for IREE TF Integration Tests
iree-org_iree,github-actions,_to_cmake.py --root_dir=integrations/tensorflow/e2e --verbosity=2
iree-org_iree,github-actions,build/buildtools/releases/download/4.0.1/buildifier -O "${HOME?}/bin/buildifier"
iree-org_iree,github-actions,:
iree-org_iree,github-actions,"
iree-org_iree,github-actions,/build_core.sh
iree-org_iree,github-actions,- test_all
cockroachdb_cockroach,github-actions,cache
cockroachdb_cockroach,github-actions,-cache
cockroachdb_cockroach,github-actions,key: ${{ runner.os }}-bazel-cache
cockroachdb_cockroach,github-actions,isk
cockroachdb_cockroach,github-actions,isk
cockroachdb_cockroach,github-actions,isk
cockroachdb_cockroach,github-actions,"
cockroachdb_cockroach,github-actions,"
cockroachdb_cockroach,github-actions,Cache
cockroachdb_cockroach,github-actions,key: ${{ runner.os }}-bazel-cache
cockroachdb_cockroach,github-actions,build //pkg/ui/workspaces/cluster-ui:cluster-ui
cockroachdb_cockroach,github-actions,Cache
cockroachdb_cockroach,github-actions,key: ${{ runner.os }}-bazel-cache
cockroachdb_cockroach,github-actions,build //pkg/ui/workspaces/cluster-ui:cluster-ui
primihub_primihub,github-actions,isk
primihub_primihub,github-actions,isk@v2
primihub_primihub,github-actions,cache  # Optional
primihub_primihub,github-actions,"
primihub_primihub,github-actions,# - name: pytest
primihub_primihub,github-actions,test
primihub_primihub,github-actions,build --config=linux logistic_test maxpool_test falcon_lenet_test common_test network_test
primihub_primihub,github-actions,-bin/logistic_test
primihub_primihub,github-actions,-bin/maxpool_test
primihub_primihub,github-actions,-bin/falcon_lenet_test
primihub_primihub,github-actions,-bin/common_test
primihub_primihub,github-actions,-bin/network_test
primihub_primihub,github-actions,test --test_output=all --config=linux test_opt_paillier_c2py 
primihub_primihub,github-actions,test --test_output=all --config=linux test_opt_paillier_pack_c2py 
primihub_primihub,github-actions,test --test_output=errors --config=linux common_test
primihub_primihub,github-actions,test --test_output=errors --config=linux network_test
primihub_primihub,github-actions,test --config=linux primitive_test
primihub_primihub,github-actions,test --config=linux protocol_aby3_test
primihub_primihub,github-actions,test --config=linux prng_test
primihub_primihub,github-actions,isk
primihub_primihub,github-actions,isk@v2
primihub_primihub,github-actions,cache  # Optional
